abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,classfication,japanese_name,name,pokedex_number,base_total,hp,attack,defense,special_attack,special_defense,speed,type1,type2
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Lunar Pokémon,Cresseliaクレセリア,Cresselia,488,600,120,70,120,75,130,85,psychic,
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Sea Drifter Pokémon,Phioneフィオネ,Phione,489,480,80,80,80,80,80,80,water,
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Seafaring Pokémon,Manaphyマナフィ,Manaphy,490,600,100,100,100,100,100,100,water,
['Bad Dreams'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,Pitch-Black Pokémon,Darkraiダークライ,Darkrai,491,600,70,90,90,135,90,125,dark,
"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Gratitude Pokémon,Shaymin (sky Forme)シェイミ,Shaymin,492,600,100,103,75,120,75,127,grass,grass
['Multitype'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Alpha Pokémon,Arceusアルセウス,Arceus,493,720,120,120,120,120,120,120,normal,
['Victory Star'],1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,Victory Pokémon,Victiniビクティニ,Victini,494,600,100,100,100,100,100,100,psychic,fire
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Grass Snake Pokémon,Tsutarjaツタージャ,Snivy,495,308,45,45,55,45,55,63,grass,
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Grass Snake Pokémon,Janovyジャノビー,Servine,496,413,60,60,75,60,75,83,grass,
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Regal Pokémon,Jalordaジャローダ,Serperior,497,528,75,75,95,75,95,113,grass,
"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Fire Pig Pokémon,Pokabuポカブ,Tepig,498,308,65,63,45,45,45,45,fire,
"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,Fire Pig Pokémon,Chaobooチャオブー,Pignite,499,418,90,93,55,70,55,55,fire,fighting
"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,Mega Fire Pig Pokémon,Enbuohエンブオー,Emboar,500,528,110,123,65,100,65,65,fire,fighting
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Sea Otter Pokémon,Mijumaruミジュマル,Oshawott,501,308,55,55,45,63,45,45,water,
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Discipline Pokémon,Futachimaruフタチマル,Dewott,502,413,75,75,60,83,60,60,water,
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Formidable Pokémon,Daikenkiダイケンキ,Samurott,503,528,95,100,85,108,70,70,water,
"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Scout Pokémon,Minezumiミネズミ,Patrat,504,255,45,55,39,35,39,42,normal,
"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Lookout Pokémon,Miruhogミルホッグ,Watchog,505,420,60,85,69,60,69,77,normal,
"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Puppy Pokémon,Yorterrieヨーテリー,Lillipup,506,275,45,60,45,25,45,55,normal,
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Loyal Dog Pokémon,Herderrieハーデリア,Herdier,507,370,65,80,65,35,65,60,normal,
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Big-Hearted Pokémon,Moolandムーランド,Stoutland,508,500,85,110,90,45,90,80,normal,
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,Devious Pokémon,Choronekoチョロネコ,Purrloin,509,281,41,50,37,50,37,66,dark,
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,Cruel Pokémon,Lepardasレパルダス,Liepard,510,446,64,88,50,88,50,106,dark,
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Grass Monkey Pokémon,Yanappuヤナップ,Pansage,511,316,50,53,48,53,48,64,grass,
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Thorn Monkey Pokémon,Yanakkieヤナッキー,Simisage,512,498,75,98,63,98,63,101,grass,
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,High Temp Pokémon,Baoppuバオップ,Pansear,513,316,50,53,48,53,48,64,fire,
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Ember Pokémon,Baokkieバオッキー,Simisear,514,498,75,98,63,98,63,101,fire,
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Spray Pokémon,Hiyappuヒヤップ,Panpour,515,316,50,53,48,53,48,64,water,
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Geyser Pokémon,Hiyakkieヒヤッキー,Simipour,516,498,75,98,63,98,63,101,water,
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Dream Eater Pokémon,Munnaムンナ,Munna,517,292,76,25,45,67,55,24,psychic,
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Drowsing Pokémon,Musharnaムシャーナ,Musharna,518,487,116,55,85,107,95,29,psychic,
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Tiny Pigeon Pokémon,Mamepatoマメパト,Pidove,519,264,50,55,50,36,30,43,normal,flying
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Wild Pigeon Pokémon,Hatobohハトーボー,Tranquill,520,358,62,77,62,50,42,65,normal,flying
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Proud Pokémon,Kenhallowケンホロウ,Unfezant,521,488,80,115,80,65,55,93,normal,flying
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,Electrified Pokémon,Shimamaシママ,Blitzle,522,295,45,60,32,50,32,76,electric,
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,Thunderbolt Pokémon,Zebraikaゼブライカ,Zebstrika,523,497,75,100,63,80,63,116,electric,
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,Mantle Pokémon,Dangoroダンゴロ,Roggenrola,524,280,55,75,85,25,25,15,rock,
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,Ore Pokémon,Gantleガントル,Boldore,525,390,70,105,105,50,40,20,rock,
"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,Compressed Pokémon,Gigaiathギガイアス,Gigalith,526,515,85,135,130,60,80,25,rock,
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,Bat Pokémon,Koromoriコロモリ,Woobat,527,323,65,45,43,55,43,72,psychic,flying
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,Courting Pokémon,Kokoromoriココロモリ,Swoobat,528,425,67,57,55,77,55,114,psychic,flying
"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,Mole Pokémon,Mogurewモグリュー,Drilbur,529,328,60,85,40,30,45,68,ground,
"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,Subterrene Pokémon,Doryuzuドリュウズ,Excadrill,530,508,110,135,60,50,65,88,ground,steel
"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Hearing Pokémon,Tabunneタブンネ,Audino,531,545,103,60,126,80,126,50,normal,
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Muscular Pokémon,Dokkorerドッコラー,Timburr,532,305,75,80,55,25,35,35,fighting,
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Muscular Pokémon,Dotekkotsuドテッコツ,Gurdurr,533,405,85,105,85,40,50,40,fighting,
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Muscular Pokémon,Roubushinローブシン,Conkeldurr,534,505,105,140,95,55,65,45,fighting,
"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Tadpole Pokémon,Otamaroオタマロ,Tympole,535,294,50,50,40,50,40,64,water,
"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,Vibration Pokémon,Gamagaruガマガル,Palpitoad,536,384,75,65,55,65,55,69,water,ground
"['Swift Swim', 'Poison Touch', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,Vibration Pokémon,Gamagerogeガマゲロゲ,Seismitoad,537,509,105,95,75,85,75,74,water,ground
"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Judo Pokémon,Nagekiナゲキ,Throh,538,465,120,100,85,30,85,45,fighting,
"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Karate Pokémon,Dagekiダゲキ,Sawk,539,465,75,125,75,30,75,85,fighting,
"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,Sewing Pokémon,Kurumiruクルミル,Sewaddle,540,310,45,53,70,40,60,42,bug,grass
"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,Leaf-Wrapped Pokémon,Kurumayuクルマユ,Swadloon,541,380,55,63,90,50,80,42,bug,grass
"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,Nurturing Pokémon,Hahakomoriハハコモリ,Leavanny,542,500,75,103,80,70,80,92,bug,grass
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,Centipede Pokémon,Fushideフシデ,Venipede,543,260,30,45,59,30,39,57,bug,poison
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,Curlipede Pokémon,Wheegaホイーガ,Whirlipede,544,360,40,55,99,40,79,47,bug,poison
"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,Megapede Pokémon,Pendrorペンドラー,Scolipede,545,485,60,100,89,55,69,112,bug,poison
"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,Cotton Puff Pokémon,Monmenモンメン,Cottonee,546,280,40,27,60,37,50,66,grass,fairy
"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,Windveiled Pokémon,Elfuunエルフーン,Whimsicott,547,480,60,67,85,77,75,116,grass,fairy
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Bulb Pokémon,Churineチュリネ,Petilil,548,280,45,35,50,70,50,30,grass,
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Flowering Pokémon,Dredearドレディア,Lilligant,549,480,70,60,75,110,75,90,grass,
"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Hostile Pokémon,Bassraoバスラオ,Basculin,550,460,70,92,65,80,55,98,water,
"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,Desert Croc Pokémon,Megurocoメグロコ,Sandile,551,292,50,72,35,35,35,65,ground,dark
"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,Desert Croc Pokémon,Waruvileワルビル,Krokorok,552,351,60,82,45,45,45,74,ground,dark
"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,Intimidation Pokémon,Waruvialワルビアル,Krookodile,553,519,95,117,80,65,70,92,ground,dark
"['Hustle', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Zen Charm Pokémon,Darumakkaダルマッカ,Darumaka,554,315,70,90,45,15,45,50,fire,
"['Sheer Force', 'Zen Mode']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Blazing Pokémon,Hihidarumaヒヒダルマ,Darmanitan,555,540,105,30,105,140,105,55,fire,fire
"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Cactus Pokémon,Maracacchiマラカッチ,Maractus,556,461,75,86,67,106,67,60,grass,
"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,Rock Inn Pokémon,Ishizumaiイシズマイ,Dwebble,557,325,50,65,85,35,35,55,bug,rock
"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,Stone Home Pokémon,Iwapalaceイワパレス,Crustle,558,485,70,105,125,65,75,45,bug,rock
"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,Shedding Pokémon,Zurugguズルッグ,Scraggy,559,348,50,75,70,35,70,48,dark,fighting
"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,Hoodlum Pokémon,Zuruzukinズルズキン,Scrafty,560,488,65,90,115,45,115,58,dark,fighting
"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,Avianoid Pokémon,Symbolerシンボラー,Sigilyph,561,490,72,58,80,103,80,97,psychic,flying
['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,Spirit Pokémon,Desumasuデスマス,Yamask,562,303,38,30,85,55,65,30,ghost,
['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,Coffin Pokémon,Desukarnデスカーン,Cofagrigus,563,483,58,50,145,95,105,30,ghost,
"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,Prototurtle Pokémon,Protogaプロトーガ,Tirtouga,564,355,54,78,103,53,45,22,water,rock
"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,Prototurtle Pokémon,Abagouraアバゴーラ,Carracosta,565,495,74,108,133,83,65,32,water,rock
['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,First Bird Pokémon,Archenアーケン,Archen,566,401,55,112,45,74,45,70,rock,flying
['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,First Bird Pokémon,Archeosアーケオス,Archeops,567,567,75,140,65,112,65,110,rock,flying
"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,Trash Bag Pokémon,Yabukuronヤブクロン,Trubbish,568,329,50,50,62,40,62,65,poison,
"['Stench', 'Weak Armor', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,Trash Heap Pokémon,Dustdasダストダス,Garbodor,569,474,80,95,82,60,82,75,poison,
['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,Tricky Fox Pokémon,Zoruaゾロア,Zorua,570,330,40,65,40,80,40,65,dark,
['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,Illusion Fox Pokémon,Zoroarkゾロアーク,Zoroark,571,510,60,105,60,120,60,105,dark,
"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Chinchilla Pokémon,Chillarmyチラーミィ,Minccino,572,300,55,50,40,40,40,75,normal,
"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Scarf Pokémon,Chillaccinoチラチーノ,Cinccino,573,470,75,95,60,65,60,115,normal,
"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Fixation Pokémon,Gothimuゴチム,Gothita,574,290,45,30,50,55,65,45,psychic,
"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Manipulate Pokémon,Gothimiruゴチミル,Gothorita,575,390,60,45,70,75,85,55,psychic,
"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Astral Body Pokémon,Gothiruselleゴチルゼル,Gothitelle,576,490,70,55,95,95,110,65,psychic,
"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Cell Pokémon,Uniranユニラン,Solosis,577,290,45,30,40,105,50,20,psychic,
"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Mitosis Pokémon,Doublanダブラン,Duosion,578,370,65,40,50,125,60,30,psychic,
"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Multiplying Pokémon,Lanculusランクルス,Reuniclus,579,490,110,65,75,125,85,30,psychic,
"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,Water Bird Pokémon,Koaruhieコアルヒー,Ducklett,580,305,62,44,50,44,50,55,water,flying
"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,White Bird Pokémon,Swannaスワンナ,Swanna,581,473,75,87,63,87,63,98,water,flying
"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Fresh Snow Pokémon,Vanipetiバニプッチ,Vanillite,582,305,36,50,50,65,60,44,ice,
"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Icy Snow Pokémon,Vanirichバニリッチ,Vanillish,583,395,51,65,65,80,75,59,ice,
"['Ice Body', 'Snow Warning', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Snowstorm Pokémon,Baivanillaバイバニラ,Vanilluxe,584,535,71,95,85,110,95,79,ice,
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,Season Pokémon,Shikijikaシキジカ,Deerling,585,335,60,60,50,40,50,75,normal,grass
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,Season Pokémon,Mebukijikaメブキジカ,Sawsbuck,586,475,80,100,70,60,70,95,normal,grass
"['Static', 'Motor Drive']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,Sky Squirrel Pokémon,Emongaエモンガ,Emolga,587,428,55,75,60,75,60,103,electric,flying
"['Swarm', 'Shed Skin', 'No Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,Clamping Pokémon,Kaburumoカブルモ,Karrablast,588,315,50,75,45,40,45,60,bug,
"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,Cavalry Pokémon,Chevargoシュバルゴ,Escavalier,589,495,70,135,105,60,105,20,bug,steel
"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,Mushroom Pokémon,Tamagetakeタマゲタケ,Foongus,590,294,69,55,45,55,55,15,grass,poison
"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,Mushroom Pokémon,Morobareruモロバレル,Amoonguss,591,464,114,85,70,85,80,30,grass,poison
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,Floating Pokémon,Pururillプルリル,Frillish,592,335,55,40,50,65,85,40,water,ghost
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,Floating Pokémon,Burungelブルンゲル,Jellicent,593,480,100,60,70,85,105,60,water,ghost
"['Healer', 'Hydration', 'Regenerator']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Caring Pokémon,Mamanbouママンボウ,Alomomola,594,470,165,75,80,40,45,65,water,
"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,Attaching Pokémon,Bachuruバチュル,Joltik,595,319,50,47,50,57,50,65,bug,electric
"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,EleSpider Pokémon,Dentulaデンチュラ,Galvantula,596,472,70,77,60,97,60,108,bug,electric
['Iron Barbs'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,Thorn Seed Pokémon,Tesseedテッシード,Ferroseed,597,305,44,50,91,24,86,10,grass,steel
"['Iron Barbs', 'Anticipation']",1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,Thorn Pod Pokémon,Nutreyナットレイ,Ferrothorn,598,489,74,94,131,54,116,20,grass,steel
"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,Gear Pokémon,Giaruギアル,Klink,599,300,40,55,70,45,60,30,steel,
"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,Gear Pokémon,Gigiaruギギアル,Klang,600,440,60,80,95,70,85,50,steel,
"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,Gear Pokémon,Gigigiaruギギギアル,Klinklang,601,520,60,100,115,70,85,90,steel,
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,EleFish Pokémon,Shibishirasuシビシラス,Tynamo,602,275,35,55,40,45,40,60,electric,
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,EleFish Pokémon,Shibibeelシビビール,Eelektrik,603,405,65,85,70,75,70,40,electric,
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,EleFish Pokémon,Shibirudonシビルドン,Eelektross,604,515,85,115,80,105,80,50,electric,
"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Cerebral Pokémon,Ligrayリグレー,Elgyem,605,335,55,55,55,85,55,30,psychic,
"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Cerebral Pokémon,Ohbemオーベム,Beheeyem,606,485,75,75,75,125,95,40,psychic,
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,Candle Pokémon,Hitomoshiヒトモシ,Litwick,607,275,50,30,55,65,55,20,ghost,fire
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,Lamp Pokémon,Lamplerランプラー,Lampent,608,370,60,40,60,95,60,55,ghost,fire
